"Year","Week","Date & Time","Favorite","Line","Underdog","Total","Game_Type"
"2011","9","11/6 1:00 ET","At Dallas","-10.5","Seattle","46","reg"
"2011","9","11/6 4:05 ET","At Oakland","-7","Denver","41.5","reg"
"2011","9","11/6 4:05 ET","At Tennessee","-2.5","Cincinnati","41.5","reg"
"2011","9","11/6 4:15 ET","At Arizona","-1","St. Louis","42","reg"
"2011","9","11/6 4:15 ET","At New England","-9.5","NY Giants","51.5","reg"
"2011","9","11/6 4:15 ET","Green Bay","-5.5","At San Diego","50.5","reg"
"2011","9","11/6 8:30 ET","At Pittsburgh","-3.5","Baltimore","41.5","reg"
"2011","9","11/7 8:35 ET","At Philadelphia","-8","Chicago","47.5","reg"
"2010","9","11/7 1:00 ET","Chicago","-3","At Buffalo(Toronto)","41.5","reg"
"2010","9","11/7 1:00 ET","San Diego","-3","At Houston","50","reg"
"2010","9","11/7 1:00 ET","New Orleans","-6","At Carolina","40.5","reg"
"2010","9","11/7 1:00 ET","At Minnesota","-7.5","Arizona","42.5","reg"
"2010","9","11/7 1:00 ET","At Atlanta","-10","Tampa Bay","45","reg"
"2010","9","11/7 1:00 ET","NY Jets","-5.5","At Detroit","42","reg"
"2010","9","11/7 1:00 ET","At Baltimore","-5.5","Miami","41","reg"
"2010","9","11/7 1:00 ET","New England","-4","At Cleveland","44","reg"
"2010","9","11/7 4:05 ET","NY Giants","-7","At Seattle","40.5","reg"
"2010","9","11/7 4:15 ET","Kansas City","-1","At Oakland","41","reg"
"2010","9","11/7 4:15 ET","At Philadelphia","-3","Indianapolis","46.5","reg"
"2010","9","11/7 8:25 ET","At Green Bay","-7.5","Dallas","46","reg"
"2010","9","11/8 8:35 ET","Pittsburgh","-5","At Cincinnati","41","reg"
"2009","9","11/8 1:00 ET","At Jacksonville","-7","Kansas City","41.5","reg"
"2009","9","11/8 1:00 ET","Baltimore","-3","At Cincinnati","45","reg"
"2009","9","11/8 1:00 ET","At Indianapolis","-7.5","Houston","50.5","reg"
"2009","9","11/8 1:00 ET","At Atlanta","-8.5","Washington","41","reg"
"2009","9","11/8 1:00 ET","Green Bay","-10","At Tampa Bay","43","reg"
"2009","9","11/8 1:00 ET","At Chicago","-2","Arizona","45","reg"
"2009","9","11/8 1:00 ET","At New England","-11","Miami","47","reg"
"2009","9","11/8 4:05 ET","At New Orleans","-11.5","Carolina","51","reg"
"2009","9","11/8 4:05 ET","At Seattle","-11","Detroit","42","reg"
"2009","9","11/8 4:15 ET","At San Francisco","-4.5","Tennessee","40.5","reg"
"2009","9","11/8 4:15 ET","At NY Giants","-5","San Diego","48.5","reg"
"2009","9","11/8 8:20 ET","At Philadelphia","-3","Dallas","49.5","reg"
"2009","9","11/9 8:35 ET","Pittsburgh","-3","At Denver","41.5","reg"
"2008","9","11/2 1:00 ET","At Minnesota","-5.5","Houston","46.5","reg"
"2008","9","11/2 1:00 ET","Jacksonville","-7","At Cincinnati","40","reg"
"2008","9","11/2 1:00 ET","Tampa Bay","-9.5","At Kansas City","36.5","reg"
"2008","9","11/2 1:00 ET","At Cleveland","-3","Baltimore","36.5","reg"
"2008","9","11/2 1:00 ET","At Buffalo","-5","NY Jets","43.5","reg"
"2008","9","11/2 1:00 ET","Arizona","-3","At St. Louis","49.5","reg"
"2008","9","11/2 1:00 ET","At Chicago","-12.5","Detroit","43.5","reg"
"2008","9","11/2 1:00 ET","At Tennessee","-3.5","Green Bay","41","reg"
"2008","9","11/2 4:05 ET","At Denver","-4","Miami","50","reg"
"2008","9","11/2 4:15 ET","Atlanta","-3","At Oakland","41.5","reg"
"2008","9","11/2 4:15 ET","At NY Giants","-8.5","Dallas","42","reg"
"2008","9","11/2 4:15 ET","Philadelphia","-7","At Seattle","43.5","reg"
"2008","9","11/2 8:15 ET","At Indianapolis","-6.5","New England","44.5","reg"
"2008","9","11/3 8:35 ET","At Washington","-2.5","Pittsburgh","37.5","reg"
"2007","9","11/4 1:00 ET","Washington","-3.5","At NY Jets","35.5","reg"
"2007","9","11/4 1:00 ET","At Kansas City","-2.5","Green Bay","38","reg"
"2007","9","11/4 1:00 ET","At Tampa Bay","-3.5","Arizona","39","reg"
"2007","9","11/4 1:00 ET","At Tennessee","-5.5","Carolina","35.5","reg"
"2007","9","11/4 1:00 ET","At Atlanta","-3.5","San Francisco","37","reg"
"2007","9","11/4 1:00 ET","At New Orleans","-3.5","Jacksonville","40","reg"
"2007","9","11/4 1:00 ET","At Detroit","-3","Denver","46.5","reg"
"2007","9","11/4 1:00 ET","At Buffalo","PK","Cincinnati","43.5","reg"
"2007","9","11/4 1:00 ET","San Diego","-7","At Minnesota","42","reg"
"2007","9","11/4 4:05 ET","At Cleveland","-1","Seattle","47","reg"
"2007","9","11/4 4:15 ET","New England","-5.5","At Indianapolis","57","reg"
"2007","9","11/4 4:15 ET","At Oakland","-3","Houston","41.5","reg"
"2007","9","11/4 8:15 ET","Dallas","-3.5","At Philadelphia","46.5","reg"
"2007","9","11/5 8:30 ET","At Pittsburgh","-9","Baltimore","36","reg"
"2006","9","11/5 1:00 ET","At St. Louis","-3","Kansas City","48.5","reg"
"2006","9","11/5 1:00 ET","At Baltimore","-3","Cincinnati","41.5","reg"
"2006","9","11/5 1:00 ET","At NY Giants","-13","Houston","43","reg"
"2006","9","11/5 1:00 ET","At Jacksonville","-9.5","Tennessee","37.5","reg"
"2006","9","11/5 1:00 ET","Dallas","-3","At Washington","41","reg"
"2006","9","11/5 1:00 ET","At Buffalo","-3.5","Green Bay","41.5","reg"
"2006","9","11/5 1:00 ET","At Tampa Bay","-1","New Orleans","37.5","reg"
"2006","9","11/5 1:00 ET","Atlanta","-5.5","At Detroit","47.5","reg"
"2006","9","11/5 1:00 ET","At Chicago","-13","Miami","37.5","reg"
"2006","9","11/5 4:05 ET","Minnesota","-4","At San Francisco","43","reg"
"2006","9","11/5 4:15 ET","At San Diego","-13","Cleveland","41.5","reg"
"2006","9","11/5 4:15 ET","At Pittsburgh","-3","Denver","36.5","reg"
"2006","9","11/5 8:15 ET","At New England","-3","Indianapolis","48.5","reg"
"2006","9","11/6 8:30 ET","At Seattle","-7","Oakland","34","reg"
"2016","10","11/10 8:25 ET","At Baltimore","-7.5","Cleveland","44","reg"
"2016","10","11/13 1:00 ET","At Jacksonville","-3","Houston","42","reg"
"2016","10","11/13 1:00 ET","At Carolina","-3","Kansas City","44","reg"
"2016","10","11/13 1:00 ET","At New Orleans","-3","Denver","50","reg"
"2016","10","11/13 1:00 ET","Los Angeles","-1","At NY Jets","38.5","reg"
"2016","10","11/13 1:00 ET","At Philadelphia","-1.5","Atlanta","49","reg"
"2016","10","11/13 1:00 ET","At Washington","-2.5","Minnesota","41.5","reg"
"2016","10","11/13 1:00 ET","Green Bay","-3","At Tennessee","49","reg"
"2016","10","11/13 1:00 ET","Chicago","-2.5","At Tampa Bay","45","reg"
"2016","10","11/13 4:05 ET","At San Diego","-4.5","Miami","49","reg"
"2016","10","11/13 4:25 ET","At Arizona","-14","San Francisco","47","reg"
"2016","10","11/13 4:25 ET","At Pittsburgh","-3","Dallas","51","reg"
"2016","10","11/13 8:30 ET","At New England","-7.5","Seattle","49.5","reg"
"2016","10","11/14 8:30 ET","At NY Giants","PK","Cincinnati","49.5","reg"
"2015","10","11/12 8:25 ET","At NY Jets","-2.5","Buffalo","42","reg"
"2015","10","11/15 1:00 ET","At Green Bay","-10.5","Detroit","50","reg"
"2015","10","11/15 1:00 ET","Dallas","-1","At Tampa Bay","43.5","reg"
"2015","10","11/15 1:00 ET","Carolina","-3.5","At Tennessee","43","reg"
"2015","10","11/15 1:00 ET","At St. Louis","-7","Chicago","42.5","reg"
"2015","10","11/15 1:00 ET","New Orleans","-1","At Washington","52","reg"
"2015","10","11/15 1:00 ET","At Philadelphia","-6","Miami","49.5","reg"
"2015","10","11/15 1:00 ET","At Pittsburgh","-7","Cleveland","43","reg"
"2015","10","11/15 1:00 ET","At Baltimore","-5","Jacksonville","47","reg"
"2015","10","11/15 4:05 ET","At Oakland","-3","Minnesota","44","reg"
"2015","10","11/15 4:25 ET","At Denver","-3.5","Kansas City","42","reg"
"2015","10","11/15 4:25 ET","New England","-7","At NY Giants","52.5","reg"
"2015","10","11/15 8:30 ET","At Seattle","-3","Arizona","43.5","reg"
"2015","10","11/16 8:30 ET","At Cincinnati","-10","Houston","46.5","reg"
"2014","10","11/6 8:25 ET","At Cincinnati","-6.5","Cleveland","46","reg"
"2014","10","11/9 1:00 ET","Dallas","-7.5","JacksonvilleAt Londonsize =-1>","45","reg"
"2014","10","11/9 1:00 ET","At Detroit","-3","Miami","43","reg"
"2014","10","11/9 1:00 ET","At Buffalo","-1.5","Kansas City","42","reg"
"2014","10","11/9 1:00 ET","At New Orleans","-5.5","San Francisco","49.5","reg"
"2014","10","11/9 1:00 ET","At Baltimore","-10.5","Tennessee","44","reg"
"2014","10","11/9 1:00 ET","Pittsburgh","-4.5","At NY Jets","47","reg"
"2014","10","11/9 1:00 ET","Atlanta","-3","At Tampa Bay","47","reg"
"2014","10","11/9 4:05 ET","Denver","-12.5","At Oakland","51","reg"
"2014","10","11/9 4:25 ET","At Arizona","-7","St. Louis","43.5","reg"
"2014","10","11/9 4:25 ET","At Seattle","-9.5","NY Giants","45","reg"
"2014","10","11/9 8:30 ET","At Green Bay","-9.5","Chicago","54","reg"
"2014","10","11/10 8:30 ET","At Philadelphia","-7","Carolina","48.5","reg"
"2013","10","11/7 8:25 ET","Washington","-1.5","At Minnesota","48.5","reg"
"2013","10","11/10 1:00 ET","At Tennessee","-11.5","Jacksonville","42","reg"
"2013","10","11/10 1:00 ET","Philadelphia","-1","At Green Bay","47","reg"
"2013","10","11/10 1:00 ET","At Pittsburgh","-3","Buffalo","43","reg"
"2013","10","11/10 1:00 ET","At NY Giants","-7","Oakland","41.5","reg"
"2013","10","11/10 1:00 ET","At Indianapolis","-7.5","St. Louis","43.5","reg"
"2013","10","11/10 1:00 ET","Seattle","-3.5","At Atlanta","46.5","reg"
"2013","10","11/10 1:00 ET","At Baltimore","-1","Cincinnati","44","reg"
"2013","10","11/10 1:00 ET","Detroit","-1","At Chicago","52.5","reg"
"2013","10","11/10 4:05 ET","At San Francisco","-6","Carolina","43.5","reg"
"2013","10","11/10 4:25 ET","At Arizona","-4","Houston","42","reg"
"2013","10","11/10 4:25 ET","Denver","-7","At San Diego","57.5","reg"
"2013","10","11/10 8:30 ET","At New Orleans","-6.5","Dallas","55","reg"
"2013","10","11/11 8:40 ET","Miami","-2.5","At Tampa Bay","40","reg"
"2012","10","11/8 8:25 ET","Indianapolis","-3","At Jacksonville","43","reg"
"2012","10","11/11 1:00 ET","At New England","-13.5","Buffalo","54","reg"
"2012","10","11/11 1:00 ET","NY Giants","-4","At Cincinnati","47","reg"
"2012","10","11/11 1:00 ET","At Tampa Bay","-3","San Diego","46.5","reg"
"2012","10","11/11 1:00 ET","Denver","-3.5","At Carolina","46.5","reg"
"2012","10","11/11 1:00 ET","At Miami","-6.5","Tennessee","44","reg"
"2012","10","11/11 1:00 ET","At Baltimore","-7.5","Oakland","48","reg"
"2012","10","11/11 1:00 ET","Atlanta","-2","At New Orleans","53.5","reg"
"2012","10","11/11 1:00 ET","Detroit","-3","At Minnesota","46","reg"
"2012","10","11/11 4:05 ET","At Seattle","-5.5","NY Jets","38.5","reg"
"2012","10","11/11 4:25 ET","Dallas","-2.5","At Philadelphia","44","reg"
"2012","10","11/11 4:25 ET","At San Francisco","-13.5","St. Louis","38","reg"
"2012","10","11/11 8:30 ET","At Chicago","-1","Houston","37.5","reg"
"2012","10","11/12 8:40 ET","At Pittsburgh","-13","Kansas City","39.5","reg"
"2011","10","11/10 8:20 ET","At San Diego","-7","Oakland","48","reg"
"2011","10","11/13 1:00 ET","Pittsburgh","-3.5","At Cincinnati","40","reg"
"2011","10","11/13 1:00 ET","At Kansas City","-3","Denver","42","reg"
"2011","10","11/13 1:00 ET","Jacksonville","-3","At Indianapolis","37.5","reg"
"2011","10","11/13 1:00 ET","At Dallas","-4.5","Buffalo","48.5","reg"
"2011","10","11/13 1:00 ET","Houston","-3.5","At Tampa Bay","45.5","reg"
"2011","10","11/13 1:00 ET","At Carolina","-3.5","Tennessee","47.5","reg"
"2011","10","11/13 1:00 ET","At Miami","-4","Washington","38","reg"
"2011","10","11/13 1:00 ET","At Atlanta","-1","New Orleans","50","reg"
"2011","10","11/13 4:15 ET","At Chicago","-2.5","Detroit","42.5","reg"
"2011","10","11/13 1:00 ET","At Cleveland","-2.5","St. Louis","36.5","reg"
"2011","10","11/13 1:00 ET","At Philadelphia","-13","Arizona","47","reg"
"2011","10","11/13 4:05 ET","Baltimore","-7","At Seattle","38.5","reg"
"2011","10","11/13 4:15 ET","At San Francisco","-4","NY Giants","43","reg"
"2011","10","11/13 8:30 ET","At NY Jets","-2.5","New England","47","reg"
"2011","10","11/14 8:35 ET","At Green Bay","-13","Minnesota","50","reg"
"2010","10","11/11 8:20 ET","At Atlanta","-1","Baltimore","44","reg"
"2010","10","11/14 1:00 ET","At Indianapolis","-7","Cincinnati","47","reg"
"2010","10","11/14 1:00 ET","At Jacksonville","-1","Houston","48.5","reg"
"2010","10","11/14 1:00 ET","At Miami","-1","Tennessee","43","reg"
"2010","10","11/14 1:00 ET","Minnesota","-1","At Chicago","40.5","reg"
"2010","10","11/14 1:00 ET","At Buffalo","-1.5","Detroit","45","reg"
"2010","10","11/14 1:00 ET","NY Jets","-3","At Cleveland","37","reg"
"2010","10","11/14 1:00 ET","At Tampa Bay","-7","Carolina","37","reg"
"2010","10","11/14 4:05 ET","Kansas City","-1","At Denver","44.5","reg"
"2010","10","11/14 4:15 ET","At San Francisco","-5","St. Louis","38.5","reg"
"2010","10","11/14 4:15 ET","At Arizona","-3.5","Seattle","41","reg"
"2010","10","11/14 4:15 ET","At NY Giants","-12","Dallas","46","reg"
"2010","10","11/14 8:25 ET","At Pittsburgh","-4.5","New England","45","reg"
"2010","10","11/15 8:35 ET","Philadelphia","-3","At Washington","44","reg"
"2009","10","11/12 8:20 ET","At San Francisco","-3","Chicago","43","reg"
"2009","10","11/15 1:00 ET","At NY Jets","-6.5","Jacksonville","41","reg"
"2009","10","11/15 1:00 ET","Denver","-3.5","At Washington","36.5","reg"
"2009","10","11/15 1:00 ET","At Pittsburgh","-7","Cincinnati","41.5","reg"
"2009","10","11/15 1:00 ET","At Tennessee","-7.5","Buffalo","41","reg"
"2009","10","11/15 1:00 ET","At Minnesota","-17","Detroit","47.5","reg"
"2009","10","11/15 1:00 ET","New Orleans","-14","At St. Louis","50.5","reg"
"2009","10","11/15 1:00 ET","Atlanta","-1.5","At Carolina","44","reg"
"2009","10","11/15 1:00 ET","At Miami","-10","Tampa Bay","42.5","reg"
"2009","10","11/15 4:05 ET","At Oakland","-2.5","Kansas City","36.5","reg"
"2009","10","11/15 4:15 ET","At Arizona","-8.5","Seattle","46.5","reg"
"2009","10","11/15 4:15 ET","At San Diego","-1","Philadelphia","47","reg"
"2009","10","11/15 4:15 ET","Dallas","-3","At Green Bay","48","reg"
"2009","10","11/15 8:20 ET","At Indianapolis","-2","New England","49","reg"
"2009","10","11/16 8:35 ET","Baltimore","-11","At Cleveland","39.5","reg"
"2008","10","11/6 8:15 ET","At Cleveland","-3","Denver","47","reg"
"2008","10","11/9 1:00 ET","Jacksonville","-6","At Detroit","43","reg"
"2008","10","11/9 1:00 ET","Tennessee","-3","At Chicago","37","reg"
"2008","10","11/9 1:00 ET","At New England","-3.5","Buffalo","41.5","reg"
"2008","10","11/9 1:00 ET","At Atlanta","-1.5","New Orleans","51","reg"
"2008","10","11/9 1:00 ET","At NY Jets","-9.5","St. Louis","43.5","reg"
"2008","10","11/9 1:00 ET","At Miami","-8","Seattle","41.5","reg"
"2008","10","11/9 1:00 ET","At Minnesota","-2.5","Green Bay","44.5","reg"
"2008","10","11/9 4:05 ET","Carolina","-10","At Oakland","37.5","reg"
"2008","10","11/9 4:15 ET","At San Diego","-14.5","Kansas City","47.5","reg"
"2008","10","11/9 4:15 ET","At Pittsburgh","-3","Indianapolis","39","reg"
"2008","10","11/9 8:15 ET","At Philadelphia","-3","NY Giants","43","reg"
"2008","10","11/9 1:00 ET","At Houston","-2","Baltimore","43.5","reg"
"2008","10","11/10 8:35 ET","At Arizona","-10","San Francisco","47.5","reg"
"2007","10","11/11 1:00 ET","At Tennessee","-4.5","Jacksonville","35.5","reg"
"2007","10","11/11 1:00 ET","At Kansas City","-3","Denver","37.5","reg"
"2007","10","11/11 1:00 ET","Buffalo","-3","At Miami","41","reg"
"2007","10","11/11 1:00 ET","At Pittsburgh","-10","Cleveland","47","reg"
"2007","10","11/11 1:00 ET","At New Orleans","-10.5","St. Louis","47","reg"
"2007","10","11/11 1:00 ET","At Carolina","-3.5","Atlanta","35.5","reg"
"2007","10","11/11 1:00 ET","At Washington","-2.5","Philadelphia","38","reg"
"2007","10","11/11 1:00 ET","At Green Bay","-5.5","Minnesota","41","reg"
"2007","10","11/11 4:05 ET","At Baltimore","-3","Cincinnati","44","reg"
"2007","10","11/11 4:15 ET","Chicago","-3.5","At Oakland","38.5","reg"
"2007","10","11/11 4:15 ET","Dallas","-2","At NY Giants","48.5","reg"
"2007","10","11/11 4:15 ET","At Arizona","-2","Detroit","45","reg"
"2007","10","11/11 8:15 ET","Indianapolis","-3.5","At San Diego","48","reg"
"2007","10","11/12 8:30 ET","At Seattle","-9","San Francisco","37.5","reg"
"2006","10","11/12 1:00 ET","At Miami","-1.5","Kansas City","40","reg"
"2006","10","11/12 1:00 ET","At Jacksonville","-10","Houston","37","reg"
"2006","10","11/12 1:00 ET","San Diego","-1","At Cincinnati","48","reg"
"2006","10","11/12 1:00 ET","At Atlanta","-8","Cleveland","42","reg"
"2006","10","11/12 1:00 ET","Baltimore","-6.5","At Tennessee","38","reg"
"2006","10","11/12 1:00 ET","At Indianapolis","-12.5","Buffalo","44.5","reg"
"2006","10","11/12 4:15 ET","At Pittsburgh","-6.5","New Orleans","46","reg"
"2006","10","11/12 1:00 ET","At Philadelphia","-8","Washington","41.5","reg"
"2006","10","11/12 8:15 ET","At NY Giants","-1","Chicago","37","reg"
"2006","10","11/12 1:00 ET","At Minnesota","-5","Green Bay","39.5","reg"
"2006","10","11/12 1:00 ET","At New England","-10","NY Jets","38","reg"
"2006","10","11/12 1:00 ET","At Detroit","-6.5","San Francisco","46","reg"
"2006","10","11/12 4:05 ET","Denver","-9","At Oakland","33.5","reg"
"2006","10","11/12 4:15 ET","At Seattle","-3","St. Louis","43.5","reg"
"2006","10","11/12 4:15 ET","Dallas","-6.5","At Arizona","43","reg"
"2006","10","11/13 8:30 ET","At Carolina","-10","Tampa Bay","37","reg"
"2016","11","11/17 8:25 ET","At Carolina","-3.5","New Orleans","53.5","reg"
"2016","11","11/20 1:00 ET","At Indianapolis","-3","Tennessee","54","reg"
"2016","11","11/20 1:00 ET","At Detroit","-5.5","Jacksonville","47","reg"
"2016","11","11/20 1:00 ET","At Kansas City","-7","Tampa Bay","45","reg"
"2016","11","11/20 1:00 ET","At NY Giants","-7","Chicago","41.5","reg"
"2016","11","11/20 1:00 ET","At Minnesota","-2","Arizona","40","reg"
"2016","11","11/20 1:00 ET","At Cincinnati","-2.5","Buffalo","48","reg"
"2016","11","11/20 1:00 ET","At Dallas","-7","Baltimore","44.5","reg"
"2016","11","11/20 1:00 ET","Pittsburgh","-8.5","At Cleveland","45.5","reg"
"2016","11","11/20 4:05 ET","Miami","-1","At Los Angeles","38.5","reg"
"2016","11","11/20 4:25 ET","New England","-11.5","At San Francisco","51.5","reg"
"2016","11","11/20 4:25 ET","At Seattle","-6.5","Philadelphia","43","reg"
"2016","11","11/20 8:30 ET","At Washington","-3","Green Bay","48.5","reg"
"2016","11","11/21 8:30 ET","Oakland(At Mexico City)size=-1>","-6.5","Houston","46","reg"
"2015","11","11/19 8:25 ET","At Jacksonville","-3","Tennessee","41.5","reg"
"2015","11","11/22 1:00 ET","At Carolina","-7","Washington","44.5","reg"
"2015","11","11/22 1:00 ET","Oakland","-1.5","At Detroit","50","reg"
"2015","11","11/22 1:00 ET","Dallas","-2","At Miami","45","reg"
"2015","11","11/22 1:00 ET","At Atlanta","-3.5","Indianapolis","47.5","reg"
"2015","11","11/22 1:00 ET","At Baltimore","-3","St. Louis","41.5","reg"
"2015","11","11/22 1:00 ET","NY Jets","-4","At Houston","40","reg"
"2015","11","11/22 4:25 ET","At Minnesota","PK","Green Bay","45","reg"
"2015","11","11/22 1:00 ET","At Philadelphia","-6.5","Tampa Bay","45.5","reg"
"2015","11","11/22 1:00 ET","Denver","-2","At Chicago","41.5","reg"
"2015","11","11/22 8:30 ET","At Arizona","-4","Cincinnati","48","reg"
"2015","11","11/22 4:25 ET","At Seattle","-14","San Francisco","40","reg"
"2015","11","11/22 4:05 ET","Kansas City","-3","At San Diego","45.5","reg"
"2015","11","11/23 8:30 ET","At New England","-7","Buffalo","47.5","reg"
"2014","11","11/13 8:25 ET","At Miami","-4","Buffalo","41","reg"
"2014","11","11/16 1:00 ET","At Cleveland","-4","Houston","42","reg"
"2014","11","11/16 1:00 ET","At Chicago","-2.5","Minnesota","46.5","reg"
"2014","11","11/16 4:25 ET","At Green Bay","-5.5","Philadelphia","55.5","reg"
"2014","11","11/16 1:00 ET","Seattle","-1","At Kansas City","43.5","reg"
"2014","11","11/16 1:00 ET","Atlanta","-2.5","At Carolina","47","reg"
"2014","11","11/16 1:00 ET","At New Orleans","-8","Cincinnati","51.5","reg"
"2014","11","11/16 1:00 ET","At Washington","-7","Tampa Bay","46","reg"
"2014","11","11/16 1:00 ET","Denver","-9","At St. Louis","50","reg"
"2014","11","11/16 1:00 ET","San Francisco","-4","At NY Giants","45","reg"
"2014","11","11/16 4:05 ET","At San Diego","-10","Oakland","45.5","reg"
"2014","11","11/16 4:25 ET","Detroit","-1.5","At Arizona","41.5","reg"
"2014","11","11/16 8:30 ET","At Indianapolis","-3","New England","59","reg"
"2014","11","11/17 8:30 ET","Pittsburgh","-7","At Tennessee","46","reg"
"2013","11","11/14 8:25 ET","Indianapolis","-3","At Tennessee","42.5","reg"
"2013","11","11/17 1:00 ET","At Tampa Bay","-2","Atlanta","43.5","reg"
"2013","11","11/17 1:00 ET","NY Jets","-2","At Buffalo","39","reg"
"2013","11","11/17 1:00 ET","Detroit","-3","At Pittsburgh","45.5","reg"
"2013","11","11/17 1:00 ET","At Philadelphia","-4.5","Washington","55","reg"
"2013","11","11/17 4:05 ET","San Diego","-2.5","At Miami","45","reg"
"2013","11","11/17 1:00 ET","At Chicago","-3","Baltimore","40","reg"
"2013","11","11/17 1:00 ET","At Cincinnati","-5","Cleveland","40","reg"
"2013","11","11/17 1:00 ET","At Houston","-10.5","Oakland","41","reg"
"2013","11","11/17 1:00 ET","Arizona","-9","At Jacksonville","40.5","reg"
"2013","11","11/17 8:30 ET","At Denver","-7.5","Kansas City","49","reg"
"2013","11","11/17 4:25 ET","At Seattle","-13","Minnesota","45.5","reg"
"2013","11","11/17 4:25 ET","At New Orleans","-3","San Francisco","50","reg"
"2013","11","11/17 4:25 ET","At NY Giants","-3.5","Green Bay","41.5","reg"
"2013","11","11/18 8:40 ET","At Carolina","-3","New England","46.5","reg"
"2012","11","11/15 8:25 ET","At Buffalo","-2.5","Miami","46","reg"
"2012","11","11/18 1:00 ET","At Washington","-3.5","Philadelphia","45.5","reg"
"2012","11","11/18 1:00 ET","Green Bay","-3","At Detroit","53.5","reg"
"2012","11","11/18 1:00 ET","At Atlanta","-9.5","Arizona","43.5","reg"
"2012","11","11/18 1:00 ET","Tampa Bay","-1","At Carolina","47","reg"
"2012","11","11/18 1:00 ET","At Dallas","-7","Cleveland","43.5","reg"
"2012","11","11/18 1:00 ET","At St. Louis","-3.5","NY Jets","38.5","reg"
"2012","11","11/18 4:25 ET","At New England","-10","Indianapolis","54.5","reg"
"2012","11","11/18 1:00 ET","At Houston","-15.5","Jacksonville","40.5","reg"
"2012","11","11/18 1:00 ET","Cincinnati","-3","At Kansas City","42","reg"
"2012","11","11/18 4:05 ET","New Orleans","-6","At Oakland","55.5","reg"
"2012","11","11/18 4:25 ET","At Denver","-7.5","San Diego","48","reg"
"2012","11","11/18 8:30 ET","Baltimore","-3","At Pittsburgh","41","reg"
"2012","11","11/19 8:40 ET","At San Francisco","-3.5","Chicago","34.5","reg"
"2011","11","11/17 8:20 ET","NY Jets","-6","At Denver","39","reg"
"2011","11","11/20 4:15 ET","At Atlanta","-6","Tennessee","44","reg"
"2011","11","11/20 1:00 ET","At Miami","-2.5","Buffalo","44","reg"
"2011","11","11/20 1:00 ET","At Baltimore","-7","Cincinnati","40.5","reg"
"2011","11","11/20 1:00 ET","At Cleveland","-1.5","Jacksonville","34.5","reg"
"2011","11","11/20 1:00 ET","At Minnesota","-2","Oakland","46","reg"
"2011","11","11/20 1:00 ET","At Detroit","-7","Carolina","47.5","reg"
"2011","11","11/20 1:00 ET","At Green Bay","-14","Tampa Bay","48.5","reg"
"2011","11","11/20 1:00 ET","Dallas","-7","At Washington","42.5","reg"
"2011","11","11/20 4:05 ET","At San Francisco","-10","Arizona","40.5","reg"
"2011","11","11/20 4:05 ET","At St. Louis","-3","Seattle","40.5","reg"
"2011","11","11/20 4:15 ET","At Chicago","-4.5","San Diego","45","reg"
"2011","11","11/20 8:30 ET","At NY Giants","-6","Philadelphia","45","reg"
"2011","11","11/21 8:35 ET","At New England","-17","Kansas City","46.5","reg"
"2010","11","11/18 8:20 ET","At Miami","-2.5","Chicago","40","reg"
"2010","11","11/21 1:00 ET","At Pittsburgh","-7","Oakland","41","reg"
"2010","11","11/21 1:00 ET","At NY Jets","-6.5","Houston","46","reg"
"2010","11","11/21 1:00 ET","Baltimore","-13","At Carolina","37","reg"
"2010","11","11/21 1:00 ET","At Tennessee","-7","Washington","44","reg"
"2010","11","11/21 1:00 ET","At Dallas","-5.5","Detroit","47.5","reg"
"2010","11","11/21 1:00 ET","Green Bay","-3","At Minnesota","44.5","reg"
"2010","11","11/21 1:00 ET","At Cincinnati","-4.5","Buffalo","41","reg"
"2010","11","11/21 1:00 ET","At Jacksonville","-2.5","Cleveland","43","reg"
"2010","11","11/21 1:00 ET","At Kansas City","-7","Arizona","45","reg"
"2010","11","11/21 4:05 ET","At New Orleans","-11","Seattle","44.5","reg"
"2010","11","11/21 4:05 ET","Atlanta","-3.5","At St. Louis","43","reg"
"2010","11","11/21 4:05 ET","At San Francisco","-3.5","Tampa Bay","41.5","reg"
"2010","11","11/21 4:15 ET","At New England","-4.5","Indianapolis","49.5","reg"
"2010","11","11/21 8:20 ET","At Philadelphia","-3.5","NY Giants","47.5","reg"
"2010","11","11/22 8:35 ET","At San Diego","-9","Denver","50","reg"
"2009","11","11/19 8:20 ET","At Carolina","-3.5","Miami","42","reg"
"2009","11","11/22 1:00 ET","At Detroit","-3","Cleveland","37.5","reg"
"2009","11","11/22 1:00 ET","At Jacksonville","-8.5","Buffalo","41","reg"
"2009","11","11/22 1:00 ET","Pittsburgh","-11.5","At Kansas City","39.5","reg"
"2009","11","11/22 1:00 ET","Indianapolis","-1.5","At Baltimore","44.5","reg"
"2009","11","11/22 1:00 ET","At NY Giants","-7","Atlanta","46.5","reg"
"2009","11","11/22 1:00 ET","At Green Bay","-6","San Francisco","41.5","reg"
"2009","11","11/22 1:00 ET","At Minnesota","-10.5","Seattle","47","reg"
"2009","11","11/22 1:00 ET","At Dallas","-10.5","Washington","41.5","reg"
"2009","11","11/22 1:00 ET","New Orleans","-10.5","At Tampa Bay","51","reg"
"2009","11","11/22 4:05 ET","Arizona","-9","At St. Louis","47","reg"
"2009","11","11/22 4:15 ET","At New England","-11","NY Jets","45.5","reg"
